COLUMN 1: Name of Issuer	COLUMN 2: Title of Class	COLUMN 3: CUSIP Number	COLUMN 4: Market Value	COLUMN 5: Amount and Type of Security	 	 	COLUMN 6: Investment Discretion	COLUMN 7: Other Managers	COLUMN 8: Voting Authority	 	 
LEGG MASON INC	COM	524901105	1807	60407	SH		SOLE		60407	0	0
LEGGETT & PLATT INC	COM	524660107	2943	60217	SH		SOLE		60217	0	0
LEGGETT & PLATT INC	COM	524660107	2057	42085	SH		SOLE	2	0	0	42085
LEIDOS HLDGS INC	COM	525327102	4113	80421	SH		SOLE		80421	0	0
LEMAITRE VASCULAR INC	COM	525558201	2354	92890	SH		SOLE		92890	0	0
LENDINGCLUB CORP	COM	52603A109	903	172081	SH		SOLE		172081	0	0
LENDINGTREE INC NEW	COM	52603B107	356	3513	SH		SOLE		3513	0	0
LENNAR CORP	CL A	526057104	30780	716991	SH		SOLE		716991	0	0
LENNAR CORP	CL A	526057104	4669	108754	SH		SOLE	2	0	0	108754
LENNAR CORP	CL B	526057302	225	6523	SH		SOLE		6523	0	0
LENNOX INTL INC	COM	526107107	3549	23171	SH		SOLE		23171	0	0
LEUCADIA NATL CORP	COM	527288104	3376	145225	SH		SOLE		145225	0	0
LEUCADIA NATL CORP	COM	527288104	2288	98428	SH		SOLE	2	0	0	98428
LEVEL 3 COMMUNICATIONS INC	COM NEW	52729N308	7384	131016	SH		SOLE		131016	0	0
LEVEL 3 COMMUNICATIONS INC	COM NEW	52729N308	8206	145601	SH		SOLE	2	0	0	145601
LEXICON PHARMACEUTICALS INC	COM NEW	528872302	1864	134794	SH		SOLE		134794	0	0
LEXINGTON REALTY TRUST	COM	529043101	2951	273209	SH		SOLE		273209	0	0
LGI HOMES INC	COM	50187T106	239	8317	SH		SOLE		8317	0	0
LHC GROUP INC	COM	50187A107	494	10808	SH		SOLE		10808	0	0
LIBBEY INC	COM	529898108	235	12082	SH		SOLE		12082	0	0
LIBERTY ALL STAR EQUITY FD	SH BEN INT	530158104	41	7999	SH		OTR		7999	0	0
LIBERTY BROADBAND CORP	COM SER A	530307107	77	1067	SH		OTR		1067	0	0
LIBERTY BROADBAND CORP	COM SER A	530307107	27759	383098	SH		SOLE		383098	0	0
LIBERTY BROADBAND CORP	COM SER C	530307305	57003	769583	SH		SOLE		769583	0	0
LIBERTY EXPEDIA HOLDINGS	SER A COM	53046P109	8928	225057	SH		SOLE		225057	0	0
LIBERTY GLOBAL PLC	SHS CL A	G5480U104	9	293	SH		OTR		293	0	0
LIBERTY GLOBAL PLC	SHS CL A	G5480U104	57516	1880217	SH		SOLE		1880217	0	0
LIBERTY GLOBAL PLC	SHS CL A	G5480U104	3690	120615	SH		SOLE	2	0	0	120615
LIBERTY GLOBAL PLC	SHS CL C	G5480U120	3346	112676	SH		SOLE		112676	0	0
LIBERTY GLOBAL PLC	SHS CL C	G5480U120	8850	297986	SH		SOLE	2	0	0	297986
LIBERTY GLOBAL PLC	LILAC SHS CL A	G5480U138	172	7846	SH		SOLE		7846	0	0
LIBERTY GLOBAL PLC	LILAC SHS CL C	G5480U153	63	2990	SH		OTR		2990	0	0
LIBERTY GLOBAL PLC	LILAC SHS CL C	G5480U153	451	21306	SH		SOLE		21306	0	0
LIBERTY GLOBAL PLC	LILAC SHS CL C	G5480U153	2138	100977	SH		SOLE	2	0	0	100977
LIBERTY INTERACTIVE CORP	QVC GP COM SER A	53071M104	11786	589894	SH		SOLE		561842	0	28052
LIBERTY INTERACTIVE CORP	LBT VEN COM A NE	53071M856	12459	337911	SH		SOLE		337911	0	0
LIBERTY MEDIA CORP DELAWARE	COM A SIRIUSXM	531229409	15	449	SH		OTR		449	0	0
LIBERTY MEDIA CORP DELAWARE	COM A SIRIUSXM	531229409	49057	1421111	SH		SOLE		1421111	0	0
LIBERTY MEDIA CORP DELAWARE	COM A SIRIUSXM	531229409	1302	37727	SH		SOLE	2	0	0	37727
LIBERTY MEDIA CORP DELAWARE	COM C SIRIUSXM	531229607	90692	2673704	SH		SOLE		2673704	0	0
LIBERTY MEDIA CORP DELAWARE	COM C SIRIUSXM	531229607	2018	59498	SH		SOLE	2	0	0	59498
LIBERTY MEDIA CORP DELAWARE	COM A BRAVES GRP	531229706	2	88	SH		OTR		88	0	0
LIBERTY MEDIA CORP DELAWARE	COM A BRAVES GRP	531229706	146	7138	SH		SOLE		7138	0	0
LIBERTY MEDIA CORP DELAWARE	COM C MEDIA GRP	531229854	754	24051	SH		SOLE		24051	0	0
LIBERTY MEDIA CORP DELAWARE	COM A MEDIA GRP	531229870	27	861	SH		OTR		861	0	0
LIBERTY MEDIA CORP DELAWARE	COM A MEDIA GRP	531229870	386	12308	SH		SOLE		12308	0	0
LIBERTY MEDIA CORP DELAWARE	COM C BRAVES GRP	531229888	348	16898	SH		SOLE		16898	0	0
LIBERTY PPTY TR	SH BEN INT	531172104	16833	426160	SH		SOLE		426160	0	0
LIBERTY PPTY TR	SH BEN INT	531172104	4448	112598	SH		SOLE	2	0	0	112598
LIBERTY TAX INC	CL A	53128T102	32	2399	SH		SOLE		2399	0	0
LIBERTY TRIPADVISOR HLDGS IN	COM SER A	531465102	1174	78012	SH		SOLE		78012	0	0
LIFE STORAGE INC	COM	53223X107	4840	56767	SH		SOLE		56767	0	0
LIFELOCK INC	COM	53224V100	1074	44920	SH		SOLE		44920	0	0
LIFEPOINT HEALTH INC	COM	53219L109	17251	303718	SH		SOLE		303718	0	0
LIFETIME BRANDS INC	COM	53222Q103	110	6207	SH		SOLE		6207	0	0
LIFEVANTAGE CORP	COM NEW	53222K205	66	8096	SH		SOLE		8096	0	0
LIFEWAY FOODS INC	COM	531914109	35	3056	SH		SOLE		3056	0	0
LIGAND PHARMACEUTICALS INC	COM NEW	53220K504	2200	21653	SH		SOLE		21653	0	0
LIGHTPATH TECHNOLOGIES INC	CL A NEW	532257805	9	6052	SH		SOLE		6052	0	0
LILLY ELI & CO	COM	532457108	109790	1492722	SH		SOLE		1466821	0	25901
LILLY ELI & CO	COM	532457108	38950	529569	SH		SOLE	2	0	0	529569
LIMELIGHT NETWORKS INC	COM	53261M104	1573	624104	SH		SOLE		624104	0	0
LIMONEIRA CO	COM	532746104	145	6747	SH		SOLE		6747	0	0
LINCOLN ELEC HLDGS INC	COM	533900106	2756	35944	SH		SOLE		35944	0	0
LINCOLN NATL CORP IND	COM	534187109	59492	897715	SH		SOLE		897715	0	0
LINCOLN NATL CORP IND	COM	534187109	8582	129500	SH		SOLE	2	0	0	129500
LINDBLAD EXPEDITIONS HLDGS I	COM	535219109	49	5160	SH		SOLE		5160	0	0
LINDSAY CORP	COM	535555106	430	5764	SH		SOLE		5764	0	0
LINEAR TECHNOLOGY CORP	COM	535678106	6659	106800	SH		SOLE		106800	0	0
LINEAR TECHNOLOGY CORP	COM	535678106	10282	164911	SH		SOLE	2	0	0	164911
LION BIOTECHNOLOGIES INC	COM	53619R102	8512	1224717	SH		SOLE		1224717	0	0
LION BIOTECHNOLOGIES INC	COM	53619R102	205	29448	SH		SOLE	2	29448	0	0
LIONBRIDGE TECHNOLOGIES INC	COM	536252109	448	77176	SH		SOLE		77176	0	0
LIONS GATE ENTMNT CORP	CL A VTG	535919401	952	35399	SH		SOLE		35399	0	0
LIONS GATE ENTMNT CORP	CL B NON VTG	535919500	1579	64331	SH		SOLE		64331	0	0
LIPOCINE INC NEW	COM	53630X104	37	10155	SH		SOLE		10155	0	0
LIQUIDITY SERVICES INC	COM	53635B107	137	14085	SH		SOLE		14085	0	0
LITHIA MTRS INC	CL A	536797103	1376	14207	SH		SOLE		14207	0	0
LITTELFUSE INC	COM	537008104	1800	11860	SH		SOLE		11860	0	0
LIVANOVA PLC	SHS	G5509L101	303	6732	SH		SOLE		6732	0	0
LIVE NATION ENTERTAINMENT IN	COM	538034109	11551	434249	SH		SOLE		434249	0	0
LIVE OAK BANCSHARES INC	COM	53803X105	133	7175	SH		SOLE		7175	0	0
LIVEPERSON INC	COM	538146101	211	27938	SH		SOLE		27938	0	0
LKQ CORP	COM	501889208	14683	479040	SH		SOLE		479040	0	0
LKQ CORP	COM	501889208	6943	226538	SH		SOLE	2	0	0	226538
LMI AEROSPACE INC	COM	502079106	23	2720	SH		SOLE		2720	0	0
LOCKHEED MARTIN CORP	COM	539830109	269722	1079145	SH		SOLE		1079145	0	0
LOCKHEED MARTIN CORP	COM	539830109	35404	141649	SH		SOLE	2	0	0	141649
LOEWS CORP	COM	540424108	6397	136608	SH		SOLE		136608	0	0
LOEWS CORP	COM	540424108	7734	165151	SH		SOLE	2	0	0	165151
LOGMEIN INC	COM	54142L109	9166	94933	SH		SOLE		94933	0	0
LORAL SPACE & COMMUNICATNS I	COM	543881106	264	6422	SH		SOLE		6422	0	0
LOUISIANA PAC CORP	COM	546347105	1555	82146	SH		SOLE		82146	0	0
LOWES COS INC	COM	548661107	342940	4821988	SH		SOLE		4800550	0	21438
LOWES COS INC	COM	548661107	33879	476360	SH		SOLE	2	0	0	476360
LOXO ONCOLOGY INC	COM	548862101	216	6726	SH		SOLE		6726	0	0
LPL FINL HLDGS INC	COM	50212V100	1753	49773	SH		SOLE		49773	0	0
LRAD CORP	COM	50213V109	15	8678	SH		SOLE		8678	0	0
LSB INDS INC	COM	502160104	86	10267	SH		SOLE		10267	0	0
LSC COMMUNICATIONS INC	COM	50218P107	452	15225	SH		SOLE		15225	0	0
LSI INDS INC	COM	50216C108	1241	127456	SH		SOLE		127456	0	0
LTC PPTYS INC	COM	502175102	21608	459936	SH		SOLE		459936	0	0
LUBYS INC	COM	549282101	48	11295	SH		SOLE		11295	0	0
LULULEMON ATHLETICA INC	COM	550021109	3878	59666	SH		SOLE		59666	0	0
LULULEMON ATHLETICA INC	COM	550021109	6334	97457	SH		SOLE	2	0	0	97457
LUMBER LIQUIDATORS HLDGS INC	COM	55003T107	216	13722	SH		SOLE		13722	0	0
LUMENTUM HLDGS INC	COM	55024U109	1483	38371	SH		SOLE		38371	0	0
LUMINEX CORP DEL	COM	55027E102	434	21475	SH		SOLE		21475	0	0
LUMOS NETWORKS CORP	COM	550283105	173	11058	SH		SOLE		11058	0	0
LUXFER HLDGS PLC	SPONSORED ADR	550678106	4125	378753	SH		SOLE		378753	0	0
LUXOFT HLDG INC	ORD SHS CL A	G57279104	2264	40289	SH		SOLE		40289	0	0
LYDALL INC DEL	COM	550819106	556	8996	SH		SOLE		8996	0	0
LYON WILLIAM HOMES	CL A NEW	552074700	247	12955	SH		SOLE		12955	0	0
LYONDELLBASELL INDUSTRIES N	SHS - A -	N53745100	1364	15900	SH		SOLE		15900	0	0
LYONDELLBASELL INDUSTRIES N	SHS - A -	N53745100	18272	213007	SH		SOLE	2	0	0	213007
M & T BK CORP	COM	55261F104	60344	385758	SH		SOLE		385758	0	0
M D C HLDGS INC	COM	552676108	550	21421	SH		SOLE		21421	0	0
M/I HOMES INC	COM	55305B101	391	15533	SH		SOLE		15533	0	0
MACATAWA BK CORP	COM	554225102	169	16280	SH		SOLE		16280	0	0
MACERICH CO	COM	554382101	12049	170094	SH		SOLE		170094	0	0
MACERICH CO	COM	554382101	5692	80353	SH		SOLE	2	0	0	80353
MACK CALI RLTY CORP	COM	554489104	3098	106748	SH		SOLE		106748	0	0
MACOM TECH SOLUTIONS HLDGS I	COM	55405Y100	12077	260965	SH		SOLE		260965	0	0
MACQUARIE INFRASTRUCTURE COR	COM	55608B105	23320	285438	SH		SOLE		285438	0	0
MACQUARIE INFRASTRUCTURE COR	COM	55608B105	4165	50981	SH		SOLE	2	0	0	50981
MACROGENICS INC	COM	556099109	346	16935	SH		SOLE		16935	0	0
MACYS INC	COM	55616P104	10327	288393	SH		SOLE		288393	0	0
MACYS INC	COM	55616P104	9377	261848	SH		SOLE	2	0	0	261848
MADDEN STEVEN LTD	COM	556269108	5847	163558	SH		SOLE		163558	0	0
MADISON SQUARE GARDEN CO NEW	CL A	55825T103	14930	87052	SH		SOLE		87052	0	0
MADRIGAL PHARMACEUTICALS INC	COM	558868105	8	558	SH		SOLE		558	0	0
MAGELLAN HEALTH INC	COM NEW	559079207	2314	30756	SH		SOLE		30756	0	0
MAGELLAN MIDSTREAM PRTNRS LP	COM UNIT RP LP	559080106	60390	798492	SH		SOLE		798492	0	0
MAGELLAN PETE CORP	COM NEW	559091608	37	3259	SH		SOLE		3259	0	0
MAGNA INTL INC	COM	559222401	6487	149480	SH		SOLE		149480	0	0
MAGNEGAS CORP	COM NEW	55939L202	2	3416	SH		SOLE		3416	0	0
MAIDEN HOLDINGS LTD	SHS	G5753U112	1610	92269	SH		SOLE		92269	0	0
MAINSOURCE FINANCIAL GP INC	COM	56062Y102	477	13869	SH		SOLE		13869	0	0
MAJESCO	COM	56068V102	11	1856	SH		SOLE		1856	0	0
MAKEMYTRIP LIMITED MAURITIUS	SHS	V5633W109	6105	275000	SH		SOLE		275000	0	0
MAKEMYTRIP LIMITED MAURITIUS	SHS	V5633W109	157	7050	SH		SOLE	2	0	0	7050
MALIBU BOATS INC	COM CL A	56117J100	205	10765	SH		SOLE		10765	0	0
MALLINCKRODT PUB LTD CO	SHS	G5785G107	35011	702758	SH		SOLE		685161	0	17597
MALLINCKRODT PUB LTD CO	SHS	G5785G107	3442	69091	SH		SOLE	2	0	0	69091
MAMMOTH ENERGY SVCS INC	COM	56155L108	113	7446	SH		SOLE		7446	0	0
MANHATTAN ASSOCS INC	COM	562750109	6510	122760	SH		SOLE		122760	0	0
MANITEX INTL INC	COM	563420108	19	2717	SH		SOLE		2717	0	0
MANITOWOC FOODSERVICE INC	COM	563568104	1475	76321	SH		SOLE		76321	0	0
MANITOWOC INC	COM	563571108	436	72908	SH		SOLE		72908	0	0
MANNATECH INC	COM NEW	563771203	13	644	SH		SOLE		644	0	0
MANNING & NAPIER INC	CL A	56382Q102	41	5384	SH		SOLE		5384	0	0
MANNKIND CORP	COM	56400P201	96	150236	SH		SOLE		150236	0	0
MANPOWERGROUP INC	COM	56418H100	5573	62714	SH		SOLE		62714	0	0
MANPOWERGROUP INC	COM	56418H100	4559	51303	SH		SOLE	2	0	0	51303
MANTECH INTL CORP	CL A	564563104	554	13112	SH		SOLE		13112	0	0
MARATHON OIL CORP	COM	565849106	1258	72647	SH		OTR		0	72647	0
MARATHON OIL CORP	COM	565849106	465463	26889830	SH		SOLE		26889830	0	0
MARATHON OIL CORP	COM	565849106	6206	358497	SH		SOLE	2	0	0	358497
MARATHON PETE CORP	COM	56585A102	702474	13951822	SH		SOLE		13951822	0	0
MARATHON PETE CORP	COM	56585A102	13748	273058	SH		SOLE	2	0	0	273058
MARCHEX INC	CL B	56624R108	42	15679	SH		SOLE		15679	0	0
MARCUS & MILLICHAP INC	COM	566324109	20623	771831	SH		SOLE		771831	0	0
MARCUS & MILLICHAP INC	COM	566324109	304	11390	SH		SOLE	2	0	0	11390
MARCUS CORP	COM	566330106	349	11087	SH		SOLE		11087	0	0
MARINE PRODS CORP	COM	568427108	106	7633	SH		SOLE		7633	0	0
MARINEMAX INC	COM	567908108	251	12949	SH		SOLE		12949	0	0
MARKEL CORP	COM	570535104	7667	8477	SH		SOLE		8477	0	0
MARKEL CORP	COM	570535104	8925	9867	SH		SOLE	2	0	0	9867
MARKETAXESS HLDGS INC	COM	57060D108	3211	21854	SH		SOLE		21854	0	0
MARLIN BUSINESS SVCS CORP	COM	571157106	103	4946	SH		SOLE		4946	0	0
MARRIOTT INTL INC NEW	CL A	571903202	12161	147090	SH		SOLE		147090	0	0
MARRIOTT INTL INC NEW	CL A	571903202	12302	148791	SH		SOLE	2	0	0	148791
MARRIOTT VACATIONS WRLDWDE C	COM	57164Y107	1032	12166	SH		SOLE		12166	0	0
MARSH & MCLENNAN COS INC	COM	571748102	214292	3170463	SH		SOLE		3170463	0	0
MARSH & MCLENNAN COS INC	COM	571748102	20093	297271	SH		SOLE	2	0	0	297271
MARTEN TRANS LTD	COM	573075108	278	11938	SH		SOLE		11938	0	0
MARTIN MARIETTA MATLS INC	COM	573284106	6351	28668	SH		SOLE		28668	0	0
MARTIN MARIETTA MATLS INC	COM	573284106	8293	37433	SH		SOLE	2	0	0	37433
MARVELL TECHNOLOGY GROUP LTD	ORD	G5876H105	3581	258148	SH		SOLE		258148	0	0
MARVELL TECHNOLOGY GROUP LTD	ORD	G5876H105	4664	336286	SH		SOLE	2	0	0	336286
MASCO CORP	COM	574599106	72212	2283730	SH		SOLE		2283730	0	0
MASCO CORP	COM	574599106	5449	172323	SH		SOLE	2	0	0	172323
MASIMO CORP	COM	574795100	51013	756868	SH		SOLE		756868	0	0
MASIMO CORP	COM	574795100	1525	22630	SH		SOLE	2	22630	0	0
MASONITE INTL CORP NEW	COM	575385109	1076	16347	SH		SOLE		16347	0	0
MAST THERAPEUTICS INC	COM	576314108	4	50199	SH		SOLE		50199	0	0
MASTEC INC	COM	576323109	9904	258939	SH		SOLE		258939	0	0
MASTECH DIGITAL INC	COM	57633B100	7	1020	SH		SOLE		1020	0	0
MASTERCARD INCORPORATED	CL A	57636Q104	1736	16811	SH		OTR		0	16811	0
MASTERCARD INCORPORATED	CL A	57636Q104	153714	1488757	SH		SOLE		1471297	0	17460
MASTERCARD INCORPORATED	CL A	57636Q104	59013	571552	SH		SOLE	2	0	0	571552
MATADOR RES CO	COM	576485205	5817	225807	SH		SOLE		225807	0	0
MATCH GROUP INC	COM	57665R106	336	19667	SH		SOLE		19667	0	0
MATERION CORP	COM	576690101	11347	286534	SH		SOLE		286534	0	0
MATRIX SVC CO	COM	576853105	1276	56209	SH		SOLE		56209	0	0
MATSON INC	COM	57686G105	795	22463	SH		SOLE		22463	0	0
MATTEL INC	COM	577081102	79911	2900579	SH		SOLE		2875411	0	25168
MATTEL INC	COM	577081102	6669	242053	SH		SOLE	2	0	0	242053
MATTHEWS INTL CORP	CL A	577128101	6088	79213	SH		SOLE		79213	0	0
MAUI LD & PINEAPPLE INC	COM	577345101	37	5106	SH		SOLE		5106	0	0
MAXIM INTEGRATED PRODS INC	COM	57772K101	16971	440004	SH		SOLE		440004	0	0
MAXIM INTEGRATED PRODS INC	COM	57772K101	7191	186449	SH		SOLE	2	0	0	186449
MAXIMUS INC	COM	577933104	1913	34285	SH		SOLE		34285	0	0
MAXLINEAR INC	CL A	57776J100	633	29015	SH		SOLE		29015	0	0
MAXWELL TECHNOLOGIES INC	COM	577767106	91	17792	SH		SOLE		17792	0	0
MB FINANCIAL INC NEW	COM	55264U108	1850	39167	SH		SOLE		39167	0	0
MBIA INC	COM	55262C100	745	69658	SH		SOLE		69658	0	0
MBT FINL CORP	COM	578877102	82	7198	SH		SOLE		7198	0	0
MCBC HLDGS INC	COM	55276F107	304	20881	SH		SOLE		20881	0	0
MCCLATCHY CO	CL A NEW	579489303	14	1090	SH		SOLE		1090	0	0
MCCORMICK & CO INC	COM NON VTG	579780206	5186	55568	SH		SOLE		55568	0	0
MCCORMICK & CO INC	COM NON VTG	579780206	9368	100380	SH		SOLE	2	0	0	100380
MCDERMOTT INTL INC	COM	580037109	1962	265456	SH		SOLE		265456	0	0
MCDONALDS CORP	COM	580135101	69160	568191	SH		SOLE		568191	0	0
MCDONALDS CORP	COM	580135101	54624	448768	SH		SOLE	2	0	0	448768
MCEWEN MNG INC	COM	58039P107	92	31501	SH		SOLE		31501	0	0
MCGRATH RENTCORP	COM	580589109	485	12374	SH		SOLE		12374	0	0
MCKESSON CORP	COM	58155Q103	89166	634859	SH		SOLE		634859	0	0
MCKESSON CORP	COM	58155Q103	19750	140619	SH		SOLE	2	19500	0	121119
MDC PARTNERS INC	CL A SUB VTG	552697104	119	18185	SH		SOLE		18185	0	0
MDU RES GROUP INC	COM	552690109	15352	533618	SH		SOLE		533618	0	0
MDU RES GROUP INC	COM	552690109	242	8400	SH		SOLE	2	0	0	8400
MEAD JOHNSON NUTRITION CO	COM	582839106	131099	1852728	SH		SOLE		1852728	0	0
MEAD JOHNSON NUTRITION CO	COM	582839106	6664	94172	SH		SOLE	2	0	0	94172
MEDEQUITIES RLTY TR INC	COM	58409L306	90	8137	SH		SOLE		8137	0	0
MEDIA GEN INC NEW	COM	58441K100	1086	57677	SH		SOLE		57677	0	0
MEDICAL PPTYS TRUST INC	COM	58463J304	4511	366767	SH		SOLE		366767	0	0
MEDICINES CO	COM	584688105	1258	37079	SH		SOLE		37079	0	0
MEDICINOVA INC	COM NEW	58468P206	95	15742	SH		SOLE		15742	0	0
MEDIDATA SOLUTIONS INC	COM	58471A105	3599	72466	SH		SOLE		72466	0	0
MEDIFAST INC	COM	58470H101	246	5918	SH		SOLE		5918	0	0
MEDLEY MGMT INC	CL A COM	58503T106	14	1457	SH		SOLE		1457	0	0
MEDNAX INC	COM	58502B106	3684	55273	SH		SOLE		55273	0	0
MEDPACE HLDGS INC	COM	58506Q109	1305	36167	SH		SOLE		36167	0	0
MEDTRONIC PLC	SHS	G5960L103	916	12864	SH		OTR		0	12864	0
MEDTRONIC PLC	SHS	G5960L103	325081	4563816	SH		SOLE		4563816	0	0
MEDTRONIC PLC	SHS	G5960L103	48241	677251	SH		SOLE	2	0	0	677251
MEETME INC	COM	585141104	115	23392	SH		SOLE		23392	0	0
MEI PHARMA INC	COM NEW	55279B202	12	8459	SH		SOLE		8459	0	0
MELCO CROWN ENTMT LTD	ADR	585464100	1460	91794	SH		SOLE		91794	0	0
MELLANOX TECHNOLOGIES LTD	SHS	M51363113	586	14329	SH		OTR		0	14329	0
MENTOR GRAPHICS CORP	COM	587200106	2110	57197	SH		SOLE		57197	0	0
MENTOR GRAPHICS CORP	COM	587200106	249	6760	SH		SOLE	2	0	0	6760
MERCADOLIBRE INC	COM	58733R102	14874	95262	SH		SOLE		95262	0	0
MERCADOLIBRE INC	COM	58733R102	4749	30418	SH		SOLE	2	0	0	30418
MERCANTILE BANK CORP	COM	587376104	347	9198	SH		SOLE		9198	0	0
MERCER INTL INC	COM	588056101	66	6229	SH		SOLE		6229	0	0
MERCHANTS BANCSHARES	COM	588448100	189	3493	SH		SOLE		3493	0	0
MERCK & CO INC	COM	58933Y105	1858	31566	SH		OTR		0	31566	0
MERCK & CO INC	COM	58933Y105	734310	12473411	SH		SOLE		12473411	0	0
MERCK & CO INC	COM	58933Y105	84580	1436728	SH		SOLE	2	83518	0	1353210
MERCURY GENL CORP NEW	COM	589400100	334	5555	SH		SOLE		5555	0	0
MERCURY SYS INC	COM	589378108	623	20624	SH		SOLE		20624	0	0
MEREDITH CORP	COM	589433101	1337	22600	SH		SOLE		22600	0	0
MERIDIAN BANCORP INC MD	COM	58958U103	531	28117	SH		SOLE		28117	0	0
MERIDIAN BIOSCIENCE INC	COM	589584101	401	22653	SH		SOLE		22653	0	0
MERIT MED SYS INC	COM	589889104	25714	970343	SH		SOLE		970343	0	0
MERIT MED SYS INC	COM	589889104	570	21510	SH		SOLE	2	0	0	21510
MERITAGE HOMES CORP	COM	59001A102	701	20132	SH		SOLE		20132	0	0
MERITOR INC	COM	59001K100	540	43485	SH		SOLE		43485	0	0
MERRIMACK PHARMACEUTICALS IN	COM	590328100	1144	280279	SH		SOLE		280279	0	0
MESA LABS INC	COM	59064R109	202	1648	SH		SOLE		1648	0	0
META FINL GROUP INC	COM	59100U108	468	4551	SH		SOLE		4551	0	0
METABOLIX INC	COM NEW	591018882	1	2331	SH		SOLE		2331	0	0
METALDYNE PERFORMANCE GROUP	COM	59116R107	125	5464	SH		SOLE		5464	0	0
METHANEX CORP	COM	59151K108	11362	259400	SH		SOLE		259400	0	0
METHANEX CORP	COM	59151K108	465	10620	SH		SOLE	2	0	0	10620
METHODE ELECTRS INC	COM	591520200	800	19348	SH		SOLE		19348	0	0
METLIFE INC	COM	59156R108	2587	48000	SH		OTR		0	48000	0
METLIFE INC	COM	59156R108	376226	6981378	SH		SOLE		6981378	0	0
METLIFE INC	COM	59156R108	19571	363171	SH		SOLE	2	0	0	363171
METTLER TOLEDO INTERNATIONAL	COM	592688105	4949	11823	SH		SOLE		11823	0	0
METTLER TOLEDO INTERNATIONAL	COM	592688105	9415	22494	SH		SOLE	2	0	0	22494
MFA FINL INC	COM	55272X102	1635	214329	SH		SOLE		214329	0	0
MFRI INC	COM	552721102	16	1937	SH		SOLE		1937	0	0
MFS MULTIMARKET INCOME TR	SH BEN INT	552737108	767	126569	SH		SOLE		126569	0	0
MGE ENERGY INC	COM	55277P104	1223	18727	SH		SOLE		18727	0	0
MGIC INVT CORP WIS	COM	552848103	1886	185112	SH		SOLE		185112	0	0
MGM RESORTS INTERNATIONAL	COM	552953101	8181	283763	SH		SOLE		283763	0	0
MGM RESORTS INTERNATIONAL	COM	552953101	6859	237914	SH		SOLE	2	0	0	237914
MGP INGREDIENTS INC NEW	COM	55303J106	334	6681	SH		SOLE		6681	0	0
MICHAEL KORS HLDGS LTD	SHS	G60754101	1065	24789	SH		OTR		0	24789	0
MICHAEL KORS HLDGS LTD	SHS	G60754101	92763	2158282	SH		SOLE		2158282	0	0
MICHAEL KORS HLDGS LTD	SHS	G60754101	5812	135231	SH		SOLE	2	0	0	135231
MICHAELS COS INC	COM	59408Q106	1150	56214	SH		SOLE		56214	0	0
MICROBOT MED INC	COM	59503A105	1	245	SH		SOLE		245	0	0
MICROCHIP TECHNOLOGY INC	COM	595017104	6074	94690	SH		SOLE		94690	0	0
MICROCHIP TECHNOLOGY INC	COM	595017104	6652	103691	SH		SOLE	2	0	0	103691
MICROCHIP TECHNOLOGY INC	SDCV 2.125%12/1	595017AB0	470	175000	PRN		SOLE		175000	0	0
MICRON TECHNOLOGY INC	COM	595112103	21641	987255	SH		SOLE		987255	0	0
MICRON TECHNOLOGY INC	COM	595112103	9589	437467	SH		SOLE	2	0	0	437467
MICRON TECHNOLOGY INC	OPTIONS	595112103	6357	290000	SH	Put	SOLE		290000	0	0
MICRON TECHNOLOGY INC	NOTE 3.000%11/1	595112AY9	19920	20058000	PRN		SOLE		20058000	0	0
MICROSEMI CORP	COM	595137100	20879	386861	SH		SOLE		386861	0	0
MICROSOFT CORP	COM	594918104	1868	30061	SH		OTR		0	30061	0
MICROSOFT CORP	COM	594918104	1163828	18729123	SH		SOLE		18643214	0	85909
MICROSOFT CORP	COM	594918104	228899	3683598	SH		SOLE	2	43766	0	3639832
MICROSTRATEGY INC	CL A NEW	594972408	6126	31034	SH		SOLE		31034	0	0
MICROVISION INC DEL	COM NEW	594960304	14	10983	SH		SOLE		10983	0	0
MID AMER APT CMNTYS INC	COM	59522J103	13180	134604	SH		SOLE		134604	0	0
MID AMER APT CMNTYS INC	COM	59522J103	8002	81719	SH		SOLE	2	0	0	81719
MIDDLEBURG FINANCIAL CORP	COM	596094102	70	2020	SH		SOLE		2020	0	0
MIDDLEBY CORP	COM	596278101	4474	34736	SH		SOLE		34736	0	0
MIDDLEBY CORP	COM	596278101	5086	39482	SH		SOLE	2	0	0	39482
MIDDLESEX WATER CO	COM	596680108	357	8307	SH		SOLE		8307	0	0
MIDLAND STS BANCORP INC ILL	COM	597742105	49	1360	SH		SOLE		1360	0	0
MIDSOUTH BANCORP INC	COM	598039105	28	2061	SH		SOLE		2061	0	0
MIDSTATES PETE CO INC	COM PAR	59804T407	152	7337	SH		SOLE		0	0	7337
MIDWESTONE FINL GROUP INC NE	COM	598511103	182	4846	SH		SOLE		4846	0	0
MILACRON HLDGS CORP	COM	59870L106	98	5253	SH		SOLE		5253	0	0
MILLER HERMAN INC	COM	600544100	1092	31944	SH		SOLE		31944	0	0
MILLER INDS INC TENN	COM NEW	600551204	170	6431	SH		SOLE		6431	0	0
MIMEDX GROUP INC	COM	602496101	615	69412	SH		SOLE		69412	0	0
MINDBODY INC	COM CL A	60255W105	110	5183	SH		SOLE		5183	0	0
MINERALS TECHNOLOGIES INC	COM	603158106	1441	18658	SH		SOLE		18658	0	0
